iter	Passed	Remaining
1499	9459	22071
1500	9465	22064
1501	9469	22054
1502	9475	22047
1503	9481	22040
1504	9486	22030
1505	9491	22020
1506	9497	22014
1507	9503	22005
1508	9508	21996
1509	9513	21987
1510	9517	21977
1511	9522	21966
1512	9528	21961
1513	9534	21953
1514	9540	21947
1515	9550	21947
1516	9558	21946
1517	9563	21937
1518	9568	21928
1519	9575	21923
1520	9581	21915
1521	9586	21906
1522	9593	21901
1523	9598	21892
1524	9603	21884
1525	9610	21878
1526	9615	21868
1527	9619	21858
1528	9625	21850
1529	9630	21841
1530	9634	21830
1531	9640	21822
1532	9645	21812
1533	9649	21801
1534	9655	21794
1535	9660	21785
1536	9665	21776
1537	9670	21767
1538	9676	21761
1539	9681	21751
1540	9687	21745
1541	9692	21736
1542	9697	21727
1543	9703	21718
1544	9708	21710
1545	9713	21700
1546	9718	21692
1547	9723	21683
1548	9729	21676
1549	9736	21671
1550	9742	21665
1551	9749	21659
1552	9758	21660
1553	9763	21650
1554	9770	21645
1555	9774	21635
1556	9779	21625
1557	9786	21620
1558	9791	21612
1559	9797	21604
1560	9804	21599
1561	9808	21589
1562	9813	21579
1563	9819	21573
1564	9824	21563
1565	9829	21554
1566	9835	21547
1567	9840	21537
1568	9844	21526
1569	9849	21519
1570	9854	21509
1571	9859	21500
1572	9865	21493
1573	9869	21483
1574	9874	21472
1575	9878	21462
1576	9884	21455
1577	9890	21448
1578	9898	21445
1579	9903	21437
1580	9908	21428
1581	9914	21421
1582	9920	21413
1583	9925	21405
1584	9932	21401
1585	9939	21394
1586	9944	21386
1587	9951	21382
1588	9960	21380
1589	9965	21372
1590	9969	21361
1591	9976	21356
1592	9982	21349
1593	9987	21341
1594	9995	21337
1595	9999	21328
1596	10004	21318
1597	10010	21311
1598	10014	21301
1599	10019	21290
1600	10024	21282
1601	10029	21273
1602	10034	21265
1603	10040	21258
1604	10045	21249
1605	10050	21240
1606	10055	21230
1607	10061	21223
1608	10066	21215
1609	10071	21207
1610	10078	21201
1611	10084	21194
1612	10089	21185
1613	10095	21179
1614	10100	21169
1615	10107	21164
1616	10111	21154
1617	10117	21148
1618	10124	21143
1619	10129	21134
1620	10136	21130
1621	10143	21124
1622	10149	21118
1623	10155	21112
1624	10160	21102
1625	10164	21091
1626	10172	21088
1627	10178	21082
1628	10183	21074
1629	10189	21066
1630	10193	21056
1631	10199	21049
1632	10204	21041
1633	10209	21031
1634	10214	21022
1635	10220	21016
1636	10225	21005
1637	10229	20995
1638	10235	20989
1639	10240	20979
1640	10244	20970
1641	10249	20961
1642	10255	20953
1643	10259	20944
1644	10265	20936
1645	10271	20930
1646	10277	20923
1647	10284	20918
1648	10289	20908
1649	10293	20898
1650	10300	20894
1651	10305	20886
1652	10309	20875
1653	10316	20870
1654	10323	20865
1655	10329	20858
1656	10335	20852
1657	10342	20846
1658	10348	20840
1659	10353	20831
1660	10358	20822
1661	10365	20817
1662	10371	20811
1663	10376	20803
1664	10381	20794
1665	10386	20786
1666	10391	20777
1667	10397	20769
1668	10401	20759
1669	10406	20749
1670	10412	20744
1671	10417	20735
