iter	Passed	Remaining
999	6460	25840
1000	6465	25830
1001	6470	25818
1002	6477	25813
1003	6483	25805
1004	6489	25795
1005	6496	25790
1006	6502	25784
1007	6508	25774
1008	6513	25765
1009	6519	25753
1010	6524	25741
1011	6529	25729
1012	6533	25716
1013	6538	25702
1014	6544	25694
1015	6549	25682
1016	6555	25674
1017	6561	25666
1018	6566	25655
1019	6571	25642
1020	6577	25632
1021	6581	25618
1022	6586	25605
1023	6592	25596
1024	6596	25582
1025	6602	25572
1026	6607	25562
1027	6613	25551
1028	6618	25542
1029	6624	25533
1030	6630	25525
1031	6635	25514
1032	6641	25503
1033	6646	25494
1034	6651	25481
1035	6657	25473
1036	6662	25463
1037	6668	25451
1038	6673	25443
1039	6679	25434
1040	6685	25426
1041	6691	25417
1042	6697	25408
1043	6703	25400
1044	6709	25392
1045	6713	25379
1046	6719	25370
1047	6725	25361
1048	6731	25354
1049	6738	25348
1050	6743	25338
1051	6749	25329
1052	6756	25323
1053	6761	25313
1054	6767	25305
1055	6773	25298
1056	6779	25290
1057	6785	25282
1058	6791	25273
1059	6796	25260
1060	6801	25252
1061	6806	25238
1062	6811	25226
1063	6816	25216
1064	6822	25208
1065	6827	25197
1066	6832	25186
1067	6838	25178
1068	6843	25165
1069	6848	25155
1070	6854	25146
1071	6860	25136
1072	6866	25129
1073	6872	25121
1074	6877	25109
1075	6887	25117
1076	6896	25121
1077	6905	25122
1078	6913	25123
1079	6924	25134
1080	6933	25136
1081	6940	25133
1082	6950	25140
1083	6961	25148
1084	6970	25150
1085	6976	25143
1086	6984	25141
1087	6991	25137
1088	6996	25127
1089	7002	25119
1090	7008	25110
1091	7014	25102
1092	7019	25092
1093	7025	25082
1094	7030	25070
1095	7035	25062
1096	7041	25052
1097	7046	25040
1098	7051	25028
1099	7056	25017
1100	7062	25009
1101	7066	24996
1102	7071	24984
1103	7077	24975
1104	7082	24964
1105	7087	24954
1106	7094	24948
1107	7100	24939
1108	7106	24933
1109	7113	24928
1110	7119	24922
1111	7129	24929
1112	7137	24927
1113	7144	24921
1114	7150	24915
1115	7158	24912
1116	7163	24904
1117	7170	24897
1118	7177	24892
1119	7182	24881
1120	7186	24868
1121	7192	24860
1122	7199	24854
1123	7205	24847
1124	7211	24838
1125	7215	24826
1126	7221	24818
1127	7226	24807
1128	7231	24796
1129	7237	24788
1130	7243	24778
1131	7249	24771
1132	7262	24785
1133	7340	25024
1134	7348	25022
1135	7354	25014
1136	7360	25009
1137	7367	25002
1138	7374	24997
1139	7381	24992
1140	7388	24990
1141	7399	24998
1142	7407	24995
1143	7413	24989
1144	7419	24981
1145	7427	24979
1146	7443	25005
1147	7455	25016
1148	7464	25017
1149	7470	25010
1150	7476	25000
1151	7481	24990
1152	7487	24982
1153	7493	24973
1154	7497	24959
1155	7502	24948
1156	7507	24935
1157	7512	24923
1158	7517	24912
1159	7523	24904
1160	7528	24894
1161	7534	24887
